type,url
phishing,dc-06185340eedf.vinotecataste.com
friendly,http://torcache.net/torrent/C637A172C655B27C27A03CE681DED7C622E56B6B.torrent?title=[kickass.to]garrys.mod.v14.07.10.full.autoupdate.multilanguage
friendly,blog.nabatakoutdoors.com/oer/go.php?santa=55855
friendly,cornwallseawaynews.com/article-268834-November-7th-2008.html
friendly,answers.yahoo.com/question/index?qid=20110819095929AA3cBfT
friendly,dipity.com/timeline/Knbr-680-Listen-Live/
malware,http://9779.info/%E5%8D%A1%E9%80%9A%E7%B1%B3%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/
friendly,silvermillcsr.org/~purebusi/paypal/
friendly,angelfire.com/ma3/ericdn/sw/pennington.html
friendly,https://hollywoodlife.com/2015/03/18/selena-gomez-beachy-waves-tutorial-lea-michele-hair-how-to/
friendly,http://censor.net.ua/photo_news/335970/na_donetchine_proveli_ispytanie_unikalnogo_malogo_ognevogo_soorujeniya_mvd2_fotoreportaj
friendly,encyclopedia2.thefreedictionary.com/Burt+Bacharach
friendly,yes.com/~Pp08
defacement,http://www.instylestudio.pl/index.php/splash
friendly,www.bjzjg.com/js/?us.battle.net/login/en/?ref=mjlpkmuus.battle.net/d3/en/index&amp;app=com-d3
friendly,maxkz.com/login-error.php?login=90b08a960774ea603a71e0ae50b36ffe
friendly,youtube.com/watch?v=BjeB56jf_a0
friendly,linkedin.com/pub/juan-saucillo/19/91/B66/
malware,http://chinesevie.com/index.php?option=com_content&view=article&id=513%3A-tuo-ying-er-chu&catid=56%3Achinese-idiom&Itemid=274&lang=en
defacement,http://www.ferienwohnungen-in-nordfriesland.de/niebuell/1201-haus-ilka-an-der-nordseekueste.html?tmpl=component&print=1&layout=default&page=
phishing,pcl.cs.ucla.edu/projects/parsec/
friendly,corporationwiki.com/people/index.aspx/S/35/22/
phishing,fghuhiolugkyfjthddtjfykgjlhk.000webhostapp.com
friendly,mp3skull.com/mp3/kazuya_kamenashi.html
friendly,associatedcontent.com/article/2258913/joe_mauer_won_the_batting_title_without.html
friendly,www.mashtots.nk.am/images/photos/sites/USA/ntasa/4d853538484d853538439384d84d85353844d853535353843ae3ae091d0d3faee8d938/polc.htm?d80a13c0db1f8e263663d3faee8d9384d85353843a619606282818e091d0b4d4b5138f23236390b482919669cab4b4d4b5138f23236390b482919669cab4
phishing,www.eurocaststone.com/euro_cast_stone.htm
friendly,http://correios.com.br/Para-governo/governo-municipal/encomendas/encomendas-internacionais
friendly,compsource.com/ttechnote.asp?part_no=Audiogram6&src=F
phishing,homepage.ntlworld.com/garethjohn/
phishing,https://saudidiesel-my.sharepoint.com/personal/m_qasim_saudidiesel_com_sa/_layouts/15/WopiFrame.aspx?guestaccesstoken=%2bvEWh1HXiLMjXjeGF03NPlmtt44VSiJjfO4RV6Tv3Tw%3d&docid=1_151563f3f0c0f4a81b32bd7e4b29534f5&wdFormId=%7B7D9C12B3%2D74C6%2D45D0%2D9376%2D8ABABCF7821D%7D&action=formsubmit
friendly,reformedvoices.com/2008/07/begg-on-hyper-calvinism.html
defacement,http://acp-atlanta.org/en/acp-news/14-usa-china/181-2012-.html
friendly,youtube.com/watch?v=II4waSSVvQc
friendly,mademan.com/chickipedia/seanna-mitchell/
friendly,girlfashionmall.com/login.php
phishing,torcidaimperdivel.com
malware,http://13801993263.com/wp-content/themes/glossy-stylo/style.css?ver=4.2.2
friendly,goinggoldenagain.com/
malware,safety.apple.com.mntkaklst.oe9ifxeau3j313hsuw.review
friendly,packetstations.net/DHL/
malware,https://signsohiocentre.buzz/EpcXOmrU/OverDuePayment2020_05_05_PDF.exe
friendly,upcoming.yahoo.com/event/8118598/IL/Chicago/Chicago-Dramatists-Announces-2011-2012-Season/Chicago-Dramatists-the-Playwrights39-Theater/
friendly,homefacts.com/Missouri/Clay-County/Kansas-City/communityinfo.html
friendly,pacifica-cantonese.co.uk/
phishing,https://omneitybilling.com/wp-content/plugins/regions/verify.html
friendly,magicyellow.com/category/Movie_Theatres/Zillah_WA.html
friendly,roll-of-honour.com/Norfolk/CleyNextTheSea.html
friendly,highbeam.com/doc/1G1-133468261.html
friendly,http://olx.co.id/mobil/q-%7Bq%7D/?utm_source=google&utm_medium=search&utm_campaign=search_organic
friendly,ourcampaigns.com/CandidateDetail.html?CandidateID=3616
phishing,http://www.id-app7.co.uk/identify-customer=V4OrUY7BO8FKEyFHjaZk6l7VyrbuhgZ4CIvbZALoi8PtxOaWYVjeUcxKTy2yzvEi05fiyRDz7MBKwbNSl8N3EfiABffWTZ8Z8xBi/
friendly,local.yahoo.com/info-43048876-van-horn-william-a-md-van-horn-william-a-md-conway
malware,http://185.247.118.127/i686
friendly,john.lancsngfl.ac.uk/
friendly,http://pornsharing.com/busty-mom-candi-cox-shares-dick-with-her-skinny-step-daughter_v79096
phishing,ps2.ign.com/objects/737/737570.html
friendly,evri.com/person/j.c.-tremblay-0x7e227
friendly,vangelisart.blogspot.com/
phishing,www.thegeekstuff.com/2011/01/regular-expressions-in-grep-command/
friendly,buddytv.com/articles/the-real-world/profile/frankie-abernathy.aspx
friendly,canadahomestayagency.com/canada.htm
phishing,www.techbookreport.com/JavaIndex.html
friendly,videosurf.com/criollo-41529
friendly,rhapsody.com/artist/arcade-fire
friendly,fearlessfriday.com/yabbse/index.php?topic=74924.0
defacement,http://cookingx2.com/kitchen-news/28-latest-newsletters/71-chocolate-souffle-da-bomb-or-potential-bomb.html
friendly,nevaehcabinrentals.com/site/2896/default.aspx
phishing,http://splash-laundromatlv.com/wp-admin/includes/access/west/wells/
friendly,stgeorgesfc.wordpress.com/
friendly,clothing-and-accessories.become.com/reebok-kansas-city-scouts-navy-blue-vintage-flex-fit-slouch-hat--compare-prices--sc859588099
friendly,4-traders.com/COST-PLUS-INC-8884/news/COST-PLUS-INC-Cost-Plus-World-Market-Launches-Second-Annual-Share-the-Joy-Sweepstakes-from-October-2-13869082/
friendly,thefreedictionary.com/Buchan
phishing,iqbalandsons.com
friendly,airtransat.ca/
malware,safety.microsoft.com.tyxspyw.s77ztvafnz0tjk2svwazgno.stream
friendly,mcsittel.com/html/tvg-mon.htm
phishing,http://www.bestpriceslash.biz/Uploaded/Googles/
friendly,facebook.com/people/Julia-Dawn-Keep/589927407
phishing,http://oncue1.com/pulaski1.htm
friendly,frederiksamuel.com/blog/2008/05/la-ronde-amusement-park.html
friendly,www.pls-print.com/images/index.htm?us.battle.net/login/en/?ref=vxwirheus.battle.net/d3/en/index&amp;app=com-d3
defacement,http://www.e-komotini.gr/index.php
friendly,allmovia.com/mov/the_goldwyn_follies/
defacement,http://www.jnpiraq.net/arabic/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5qbnBpcmFxLm5ldC9hcmFiaWMvaW5kZXgucGhwP29wdGlvbj1jb21fY29udGVudCZ2aWV3PWFydGljbGUmaWQ9MzoyMDA5LTAyLTE0LTE3LTM2LTM0JmNhdGlkPTE6dGhlLW5ldHdvcmsmSXRlbWlkPTQ=
friendly,www.disijax.com/images/r1/index.htm
friendly,ualbertacentennial.ca/organization/presidents/horowitz.html
phishing,http://tharts.net/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3
friendly,crestviewcollegeprep.com/
malware,http://62.171.183.29/bins//m68k
friendly,filmbug.com/db/344047
friendly,eastbayracewaypark.com/
friendly,facebook.com/pages/Oppressed-Logic/105586726142211
malware,http://www.js182.com/app/member/SportOption.php?uid=guest&langx=gb
defacement,http://www.koenigsbacher-biergarten.de/cmx/index.php?option=com_phocagallery&view=category&id=5:fussball-em-2012--deutschland-niederlande&Itemid=61
malware,http://165.22.80.89/i586
defacement,http://www.fjpengfei.com/newshow.asp?id=233&mnid=5079&classname=\320\320???\320\302\316\305&uppage=%2Fnews.asp&banner=4
friendly,sbconsultancyservices.com/
defacement,http://www.mirakelkursen.org/artiklar-om-ekim/60-resan-till-facim
defacement,http://www.burtgel.e-darkhan.com/index.php?option=com_content&view=article&id=53&Itemid=101
friendly,encycl.opentopia.com/term/KGO_(AM)
malware,http://www.sxtgsffx.cn/lianpu/UploadFiles_2841/201104/2011041817143059.jpg
phishing,http://www.returnsnowboardcom.shuiacast.top/
friendly,zoominfo.com/people/G???漏rin-Lajoie_Fran????ois_1170414701.aspx
friendly,rottentomatoes.com/m/brick_lane/
friendly,biography.com/people/george-stevens-9494314
malware,http://58.243.123.111:33644/Mozi.m
phishing,www.pat665.free.fr/faq/pat665-faq.html
friendly,www.comprapremiadapromocoes.com.br/v3/cadastro.html?OIX4PMZ36530UI8JETLVHV7JIK08M66BO4EEQEGVII5D2CWF6IBMDI6W3F4PL010CFO3T5YCN4POFM5K5F8IXDE1SIPERPO46C7ZG6B492RNNV9SBFB0SQ0L9YZZNN4TZ0SFE5JN6BBS7JLIYWRRM1CUYBUMYXGY89EM
friendly,www763.paypal.ca.23288.securessl-140.mx/js/web.apps/ca/m.pp/?cmnd=_lg&action=_edit
defacement,http://www.anthalya.it/en/journalist-area.html
friendly,movieweb.com/news/jimmy-fallon-dishes-on-late-night-with-jimmy-fallon
friendly,http://superuser.com/questions/914345/is-it-possible-to-hide-icons-on-the-dock-of-apps-that-are-running-on-other-space
defacement,http://touchofadrijana.com/gallery/4-sample-jewelry/detail/83-p1020031.html
friendly,masterplusmsk.ru/ppay/eqple/login.html?gianni@antoniogianni.it
friendly,dextme.com/.www.cdn.aol.com/dc.aol.com/cgi-bin25/DM/t/j5Wo0B7XJ2c0Rwf0TOu0Eb/
friendly,bussiness.00533.kingdream.kz/guraliwfgqtsipr/login.html?luiu.sandro@hotmail.it
phishing,http://pmasc.co.uk/seo/up/amaz/ae004/
friendly,argon18bike.com/homepage.html
friendly,women-vten.blogspot.com/2011/04/playboy-playmates-1974.html
friendly,fresno.ucsf.edu/internal/faculty/peterson_michael.htm
friendly,last.fm/music/The+Luyas
friendly,http://censor.net.ua/jokes/all/page/1/hero/0/category/0/interval/5/author/c80dc0dd93b4457e2a4b8c45ea593ec9/sortby/date
friendly,ville.ddo.qc.ca/en/default.asp?contentID=128
malware,http://42.238.136.163:43734/Mozi.m
friendly,vinoscalyptra.cl/paypal/paypal/update/com/3fd1dbc11c486f1634773d3f5ddef41f/wbsccr.php?dispatchx85d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436590e26adf05e00d99957b5a203a246b1e90e26adf05e00d99957b5a203a246b1e&cmd=_processing
friendly,espn.go.com/mlb/team/lineup/_/name/oak/oakland-athletics
friendly,pasttimebaseball.com/
friendly,canada.com/news/will+build+bridge+Montreal+Tories/5506512/story.html
friendly,insider.espn.go.com/nhldraft/results/players/_/id/3547/scott-oke
friendly,yellowpages.clickondetroit.com/auburn-hills+mi/butcher+shops.zq.html
friendly,yellowpages.ca/bus/Quebec/Montreal/Montreal-Children-s-Hospital-Of-The-MUHC/1082521.html
phishing,tdmouri.swz.biz
defacement,http://www.burtgel.e-darkhan.com/index.php?option=com_contact&view=contact&id=8&Itemid=106
phishing,http://www.czmdzx.cn/Img/index.htm?ref=http://us.battle.net/d3/en/index
friendly,http://vnexpress.net/tin-tuc/the-gioi/tau-chien-my-tien-gan-noi-trung-quoc-boi-dap-o-truong-sa-3217604.html
friendly,prkash3dpc4kumar.blogspot.com/
friendly,sourcewatch.org/index.php?title=Sue_Kelly
friendly,jamesccochrane.co.uk/
phishing,web2.sinotex.net/demo4/en/aboutus.asp?corpid=bolin
defacement,http://www.meiredacostamarques.com.br/index.php?option=com_content&view=article&id=54&Itemid=53&phpMyAdmin=a5e6d5f2878473283f22b1a9411d25e8
friendly,articles.boston.com/2011-03-13/sports/29343594_1_maria-riesch-giant-slalom-kathrin-zettel
friendly,webmonitor.fyxm.net/www.ckac.com
friendly,photobucket.com/images/kisses/
friendly,finance.boston.com/boston/news/read?GUID=12361213
friendly,chacha.com/question/what-is-cincinnati-bengals-schedule-for-2009&%2345%3B2010-season
friendly,westlongbranch.org/faq/faq-police.php
friendly,fanbase.com/West-Virginia-Mountaineers-Mens-Basketball-2008-09
friendly,indianfilmfestival.org/eventsdesc.php?eid=49
defacement,http://www.industrial-automation.ch/index.php?option=com_content&view=article&id=56&Itemid=50
friendly,legal-dictionary.thefreedictionary.com/United+States+of+America+Democratic-Republican+Party
friendly,nhl.com/ice/player.htm?id=8447172
friendly,remax.elpstore.com/
friendly,amazon.com/Dancehall-Story-Jamaican-Culture-Lesser/dp/0955481716
malware,http://9779.info/%E7%B1%B3%E7%B2%92%E7%B2%98%E8%B4%B4%E7%94%BB%E5%B7%A5%E5%85%B7/
friendly,nysun.com/related_results.php?term=Scott+Schoeneweis
phishing,https://www.yoho.com.tw/views/0ffice/
phishing,www.angelfire.com/linux/contipipes/
friendly,luthierscollection.com/mcgill.php
friendly,prisonbreakfic.net/
friendly,urbanspoon.com/r/34/380687/restaurant/Country-Club-Plaza-Brookside/Fiorellas-Jack-Stack-Barbecue-Country-Club-Plaza-Kansas-City
friendly,ncronline.org/news/faith-parish/meaning-cristo-rey-high-school-graduation
friendly,dogs4sale.net/topic495688.html
friendly,med.stanford.edu/profiles/Geoffrey_Kerchner/
defacement,http://littlebigjosh.com/video-gallery?task=seyrethelp
friendly,manelenoionline.com/
friendly,maggie-williams.com/
friendly,wrestlingtube.org/shawn-michaels-vs-bret-hart-at-survivor-series-1997/
friendly,http://stackoverflow.com/questions/28689553/automatically-close-magnific-popup-iframe-after-ajax-request-result
phishing,http://afriquelemou.free.fr/templates/js_jamba/cs.php
friendly,en.wikipedia.org/wiki/Kamouraska-T%C3%A9miscouata
friendly,delafont.com/music_acts/maze.htm
malware,https://spdtextile.com/sport/157Cl2.exe
defacement,http://jcmt.nl/nl/diensten
defacement,http://www.geothermalanywhere.com/en/plasmabit-technology.html
defacement,http://www.mnemonicmultimedia.com/website-design/get-started
phishing,jodhacouture.com
friendly,artistdirect.com/artist/marvin-gaye/434748
friendly,http://espn.go.com/blog/chicago/blackhawks/post/_/id/4689046/rundblad-prepared-to-replace-rozsival-make-playoff-debut
phishing,www.planetbiz.com/trade/index.html
phishing,http://162.213.251.24/0IEfdfdfdfddfd99VA/
friendly,http://maybank2u.com.my/mbb_info/m2u/public/promoChannel.do?cntTypeId=1&channelId=PRO-Promotions&programId=PRO08-ContestsWinners&chCatId=/mbb/Personal/PRO-Promotions
friendly,youtube.com/watch?v=qzeGvJg9BfE
phishing,forums.mozillazine.org/viewforum.php?f=38
defacement,http://homesofbr.com/index.php?option=com_properties&view=properties&task=showproperty&lid=5:denham-springs&cid=8:area-8&tid=1:house&id=17:30671-n-john-dr&Itemid=97
friendly,baseballprospectus.com/article.php?articleid=15061
phishing,www.queen.clara.net/pgp/pgp.html
friendly,focusdep.com/quotes/authors/Mordecai/Richler
friendly,toeloopy.com/gallery/skating/skaters/alphabetical/g.htm
friendly,http://nypost.com/2015/04/02/rickie-fowler-model-girlfriend-shame-troll-into-full-retreat/
friendly,plaxo.com/directory/L/39/17/index.html
defacement,http://www.rew.nl/rew
friendly,winusvilottery.com/helpful-links.htm
malware,http://89.32.41.62/x0ox0ox0oxDefault/z0r0.arm6
defacement,http://siaco.it/index.html
phishing,www.lbodnar.dsl.pipex.com/macmini/
friendly,www.klincz.pl/images/stories/paypal.co.info.com2/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5e96069ed657326b695e6879a06083648e96069ed657326b695e6879a06083648
friendly,hyecal.com/events/index.php?com=location
defacement,http://premtrading.com/index.html?cat=5
friendly,arts-education.pusd.schoolfusion.us/
friendly,cartaodeseguranca.xoom.it/Clientes/Bradesco/Pessoa_Fisica/index
friendly,people.forbes.com/profile/douglas-g-duncan/11239
friendly,gofrogs.cstv.com/sports/m-baskbl/mtt/dougherty_neil00.html
friendly,http://udn.com/news/story/7089/875610-Xbox%E9%81%8A%E6%88%B2%E6%94%AF%E6%8F%B4%E4%BB%A5%E4%B8%B2%E6%B5%81%E8%87%B3HoloLens%E9%81%8A%E7%8E%A9
friendly,http://torcache.net/torrent/69F63915563AEA11968F00D58F77F95DFAFEC484.torrent?title=[kickass.to]mp3.new.releases.2014.week.48.proper.glodls
friendly,mylife.com/jsmith7894272n
defacement,http://urbanplay.com.au/Normal/our-causes.html
defacement,http://www.feuerwehr-treuenbrietzen.de/index.php?option=com_easybookreloaded&view=easybookreloaded&Itemid=15
phishing,http://www.midea-0512.com/js/?http://us.battle.net/login/en/?ref=http://vcacoqlus.battle.net/d3/en/index&amp;app=com-d3
friendly,http://depositphotos.com/62759899/stock-video-runner-woman-tying-running-shoes.html
friendly,rsbm.royalsocietypublishing.org/content/by/year
friendly,maps.thefullwiki.org/Montreal_Metro
friendly,nhluniforms.com/DefunctTeams/Wanderers.html
friendly,executivecoachcollege.com/
malware,http://42.230.131.52:57851/Mozi.m
friendly,lonelyplanet.com/maps/europe/italy/
friendly,sheofmermaids.blogspot.com/
friendly,sony.net/
defacement,http://www.dijoser.pt/index.php/empresa/clientes/1-referencias/detail/13-cmp.html?tmpl=component
friendly,namesdir.com/S_Lalonde
friendly,seattletimes.nwsource.com/html/seahawksblog/
friendly,http://serverfault.com/questions/686080/routing-smtp-connections-to-different-ip-sets-with-iptables
phishing,http://roskildeulkuocagi.com/language/file/tradefiles.htm
phishing,dstress.kuehne.cn/www/dstress.html
defacement,http://www.kindergarten-mainbernheim.de/index.php?view=article&catid=35:blog&id=144:kindergarten-mit-herz&format=pdf&option=com_content&Itemid=59
friendly,philscranehire.com.au/aboutus.html
friendly,familyvideo.com/entertainment-news/article/19439227/night-at-the-museum-battle-at-the-smithsonian-offers-laughs-and-adventures
friendly,youtube.com/watch?v=bzOSMPfQyQE
friendly,sciencebase.com/scientists-on-twitter.html
friendly,www.paypal-sicherheitsserivce-hilfe.de/login/
defacement,http://blueanchor.nl/dintelmarkt/page/write_ad.html
friendly,genforum.genealogy.com/ma/
defacement,http://www.umeataxi.se/index.php?view=article&id=3:test&tmpl=component&print=1&page=&option=com_content&Itemid=20
friendly,us.battle.net.ppus.asia/
friendly,lisahamilton.net/
phishing,account-informations-support.info
phishing,www.cricky.net/rangers/
friendly,www.sevkon.net/js/?us.battle.net/login/en/?ref=3D3D3D=
friendly,en.wikipedia.org/wiki/Bosom_Buddies
malware,http://27.65.63.54:31505/.i
friendly,muckety.com/Andrea-and-Charles-Bronfman-Philanthropies/5023053.muckety
friendly,catholic2007.blogspot.com/
defacement,http://www.olab.se/index.php/oestersunds-lastbilsservice/15-ny-hemsida
friendly,fightingillini.com/sports/m-footbl/mtt/melendez_adrian00.html
phishing,protection-block.ml
friendly,motorcyclediariesmovie.com/home.html
phishing,iptables-tutorial.frozentux.net/iptables-tutorial.html
phishing,adlawyers.net
friendly,http://kenh14.vn/xa-hoi/chay-lon-o-sai-gon-2-can-nha-bi-thieu-rui-20150420113114410.chn
phishing,www.edm2.com/0507/introcpp1.html
phishing,www.hpl.hp.com/personal/Jean_Tourrilhes/IrDA/IrDA.html
friendly,hometestingblog.testcountry.com/?tag=iron-ore-company-of-canada
friendly,en.wikipedia.org/wiki/James_Westcott
friendly,eurosexparties.com/main.htm
friendly,facebook.com/anne.dunton
friendly,jacksonfish.com/blog/2009/08/24/small-and-special-video-nisha-kelen-of-fleurish/
defacement,http://www.besztercekk.hu/index.php?option=com_lr&view=lstable&id=4&badges_ondisplay=no&zones_ondisplay=no&links_ondisplay=yes&native_team=0&Itemid=159
malware,http://138.68.29.144/bins/kawaii.arm6
friendly,mp3raid.com/music/kabhi_ram_ban_ke_kabhi_shyam_banke.html
friendly,politicalgraveyard.com/bio/phillips.html
friendly,ticketsinventory.com/nfl/kansas-city-command-tickets/
friendly,imfdb.org/index.php?title=Wild_Bill
friendly,utexas.edu/opa/blogs/culturalcompass/2011/09/29/david-douglas-duncan-photos-of-pablo-picasso-highlighted-in-exhibition-in-spain/
phishing,www.exforsys.com/tutorials/vb.net-2005/finding-and-sorting-data-in-datasets.html
friendly,public-records-nationwide.com/lipsett/2.htm
defacement,http://www.industrial-automation.ch/index.php?option=com_phocadownload&view=section&id=24:branchen-markte&Itemid=18
phishing,ni1643226-1.web12.nitrado.hosting
friendly,amazon.com/License-Drive-Special-Corey-Haim/dp/B0007LPSKO
friendly,alacrastore.com/storecontent/Thomson_M&A/ZCL_Manufactuiring_Canada_Inc_acquires_CAE_Fibreglass_Ltd_CAE_Inc_from_CAE_Inc-384468040
malware,http://167.99.175.24/SBIDIOT/root
defacement,http://babaci.fr/index.php?option=com_jea&view=properties&Itemid=48&id=1
friendly,axiumconsulting.com/
malware,https://mitsui-jyuku.mixh.jp/uploads/82613687ead846bae3d6dc2187ebf1d00be.exe
friendly,picktorrent.com/torrents/46/il-giorno-della-civetta/
friendly,imdb.com/name/nm0931220/
friendly,youtube.com/watch?v=mODdgpExRig
defacement,http://ptcanoas.com.br/component/content/article/41-vereadores/80-vereador-ivo-fiorotti-.html
phishing,ziraat-2018mobilinternetsubem.com
friendly,manta.com/c/mtcsbkd/jeffrey-h-arnold-esq
friendly,coeathletics.com/coach/0/2.php
friendly,familytreemaker.genealogy.com/users/f/i/g/Sharon-A-Fighter/ODT12-0002.html
friendly,veromi.com/BusinessDetailPg000007225.aspx
friendly,restaurantscores-ch.foodpages.ca/
friendly,geeksofdoom.com/2011/07/06/oldboy-remake-might-still-be-alive-and-it-might-just-get-directed-by-spike-lee/
friendly,ilgufoelamucca.com/2011/06/puffy-pouch-e-cake-pops-della-mucca.html
friendly,legacy.com/obituaries/palmbeachpost/obituary.aspx?n=richard-tallman&pid=145175257
friendly,iowaconference.com/
phishing,www.kalyanigroup.com/bfutilities.asp
friendly,imdb.com/name/nm0523225/bio
friendly,companydatabase.org/c/truck-bus-bodies/truck-bodies-manufacturers/
friendly,theusaexplorer.com/Tennessee/Selmer.html
friendly,en-pi.facebook.com/people/Jason-F-Young/1166268538
defacement,http://www.westwoodchurch.co.uk/our-services/sunday-celebration/celebration-talks/259-18-11-2012-1830-other-peoples-blessings-mark-5-21-43-arun-mahtani
malware,http://properrty.co/files/Pb@fb2Quote.exe
friendly,movies.msn.com/celebrities/celebrity/robert-lowery/
friendly,canada.tripist.com/montreal/transportation/windsor_train_station_montreal/
defacement,http://www.aymproducciones.cl/index.php?option=com_content&view=article&id=5:galeria-de-fotografias-eventos&Itemid=4
friendly,associatedcontent.com/article/273852/the_10_worst_films_of_the_1980s.html
defacement,http://www.internationalfamilytransitions.com/index.php?view=article&id=19:the-ten-things&tmpl=component&print=1&layout=default&page=
friendly,aquilalegacygroup.com/
phishing,benmeg.com/diran/
friendly,sing365.com/music/lyric.nsf/April-Wine-Frigate-Album/E88F26CA89A112304825697A002EEAB4
friendly,mylife.com/nicksingleton
friendly,allouljean.mobi/
friendly,forvo.com/word/mahershalalhashbaz_ali/
defacement,http://www.uspenie.info/component/content/category/90.html
friendly,macleans.ca/2011/01/31/goodbye-retro-metro/
defacement,http://macedonia-extreme.com/index.php/scuba-diving-section
friendly,footballcoachdaily.com/tag/brandon-tate/
friendly,mova.org/
friendly,http://skyrock.com/videos/eDE2Ynl1bDoxMw==-Dans-les-coulisses-de-Radio-Libre-pour-le-Tournoi-Skyrock-BF4.html?top=4&period=daily
phishing,https://ltau-clientes.com/
phishing,sillydog.org/netscape/kb/linuxwindows.php
phishing,www.mitoda.lt/main.php?ID=000
friendly,sportsnetwork.com/merge/tsnform.aspx?c=sportsnetwork&page=nhl/news/news.aspx?id=4450074
friendly,en.wikipedia.org/wiki/Vox_(TV_network)
friendly,gourmet-deal.com/
friendly,https.www.paypal.com.us.login.cmd.dispatch45645sd65s4d56z46z54d65z46da654da6.france.laura.accesseon.ca/paypal/Processing.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365dc9c14572e7e0dc7940e63bd41faa7f1dc9c14572e7e0dc7940e63bd41faa7f1
friendly,http://searchengineland.com/mobilegeddon-is-today-heres-how-its-going-with-rollout-of-googles-mobile-friendly-update-219420
friendly,zyx555.vip174210.adminftp.org/login.asp?ref=us.battle.net/account/management2findex.xml&amp;app
defacement,http://www.werderfan-fahrten.de/index.php?option=com_phocagallery&view=detail&catid=6:saison-20112012-hinrunde&id=334:1spt-werder-kaiserslautern-2011-12-f6&tmpl=component&Itemid=63
defacement,http://www.zaehringer.org/index.php?option=com_wrapper&view=wrapper&Itemid=27
phishing,silicoglobal.com
friendly,marielmeira.com.br/wp-content/plugins/jetpack/modules/alibabaedit11/06/index.htm
defacement,http://23283333.com/info/list.asp?id=3
friendly,apus.academia.edu/CarlEdwinLindgren
friendly,worthpoint.com/worthopedia/84-pcs-sango-china-phoenicia-pattern
phishing,www.csc.liv.ac.uk/~wda2001/
defacement,http://www.makeascene.com.au/index.php/performance-for-schools
friendly,scholarization.blogspot.com/2010/06/harry-frank-guggenheim-foundation-hfg.html
friendly,eurycomalongifolia.co/ada9/index.php
defacement,http://besibajasby.com/tag/harga-besi-wf/index.html
friendly,facebook.com/people/Barry-Leff/100001359381909
friendly,applemobilenews.blogspot.com/
friendly,vitals.com/doctors/Dr_Gary-Anthony_Lawson-Boucher.html
defacement,http://www.needleseyeindustries.com/index.php?option=com_virtuemart&page=shop.browse&category_id=67&Itemid=71
phishing,https://seetflix.tumblr.com/
friendly,streamingthe.net/WFGF-Froggy-92.1-FM-Lima---Country/p/15967
friendly,earlytelevision.org/rca_promo_films.html
defacement,http://www.intocht-simpelveld.nl/index.php?option=com_contact&view=contact&id=1&Itemid=3
phishing,letsseestyle.com
malware,https://apbfiber.com/openme/80012345.exe
friendly,wacholderhof.com/
defacement,http://www.fluidindustries.com.au/sejeal.jpg
friendly,wn.com/Randy_Poffo
friendly,homeappliance.manualsonline.com/support/kenmore/sewing-machine/manual-in-english-2949738
friendly,sscgi8baycouk.voila.net/8ec6gfyj8exufg9e8ftuerxjf8re7ft8ejr7yifu8reygtuicrjgi8rytg8jeryxkfdijefge8ykgjcfcejrcigyghrtgjcyergcregcierxjgheurxgerikxfjiermgferhikfxuyerxj8ft4jxf43x7f543cf7y438cjf483x6ft4c38cfu3f4cyf43bct4cify43h86ft34jf4c
defacement,http://www.capp-ltd.co.uk/about-capp/clients.html
friendly,citiesinwashington.com/
defacement,http://macedonia-extreme.com/index.php/scuba-diving-section/48-scuba-diving/123-welcome-to-scuba-diving-section?format=pdf
friendly,pornlegends.com/HOFAngelaSummers.html
phishing,lmb.informatik.uni-freiburg.de/people/bahlmann/frog.en.html
friendly,englishmonarchs.co.uk/stewart_5.htm
friendly,halloffamememorabilia.com/baseball.aspx?s=2&t=701
friendly,n49.ca/montreal
friendly,rottentomatoes.com/celebrity/cameron_dye/
friendly,us.battle.net.ok.ttweb.asia/login/en/index.htm
friendly,guitaretab.com/h/harry-nilsson/164314.html
phishing,malomolk.com
friendly,lovefilm.com/browse/contributor/61450/Stephen_Tomkinson.html
friendly,wn.com/montreal_culture
friendly,sfuhockey.com/leagues/custom_page.cfm?clientID=3557&leagueID=9980&pageid=4330
defacement,http://porcelainandpink.com/index.php/contact
friendly,yellowbot.com/browse/movie%20theater/Kansas%20City%2C%20MO/page4.html
friendly,waatp.com/people/edouard-bisson/26959913/
friendly,informationconcernant.x11s.org/verifier/etap1.html?u=xwww.visaeurope.fr/espace-client/mes-donnees-personnelles?rpsnv
friendly,mortgageorb.com/e107_plugins/content/content.php?author.569
friendly,medlibrary.org/medwiki/U.S._Route_71_(Missouri)
defacement,http://kccs.nichost.ru/index.php?option=com_content&view=article&id=48:muzyka-dmitriy&catid=19&Itemid=41
friendly,freepages.genealogy.rootsweb.ancestry.com/~jccem/JCRO/1965.html
phishing,www.chessandpoker.com/dominoes-strategy.html
